audio_file,speaker,text,sentence_domain,age,gender,accent,variant
common_voice_nan-tw_32135945.wav,nan_tw_spk1,阿里史（A-lí-sú）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135946.wav,nan_tw_spk1,鎮星（tìn-tshenn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135947.wav,nan_tw_spk1,吉林（Kiat-nâ）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135948.wav,nan_tw_spk1,暗號貨幣（àm-hō-huè-pè）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135949.wav,nan_tw_spk1,"喙是風，字是蹤（tshuì sī hong, jī sī tsong）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135950.wav,nan_tw_spk1,勻位字（ûn-uī-jī）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135951.wav,nan_tw_spk1,拍瀑拉族（Phah-po̍k-lá-tso̍k）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135952.wav,nan_tw_spk1,水濺仔（tsuí-tsuānn-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135953.wav,nan_tw_spk1,丸仔蟲 （uân-á-thâng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135954.wav,nan_tw_spk1,"一還一，二還二 （tsi̍t huân tsi̍t, jī huân jī）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135955.wav,nan_tw_spk1,莊頂路（Chng-téng-lō͘）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135956.wav,nan_tw_spk1,求神問佛（kiû-sîn-mn̄g-pu̍t）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135957.wav,nan_tw_spk1,埤仔跤（Pi-á-kha）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135958.wav,nan_tw_spk1,頂流（tíng-liû）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135959.wav,nan_tw_spk1,聖潔石（Sìng-kiat-si̍k）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135960.wav,nan_tw_spk1,衝紅燈（tshiong-âng-ting）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135961.wav,nan_tw_spk1,太上老君（thài siōng ló kun）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135962.wav,nan_tw_spk1,富陽生態公園（Hù-iông Sing-thài Kong-hn̂g）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135963.wav,nan_tw_spk1,細喙壺（suè-tshuì-ôo | sè-tshuì-ôo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135964.wav,nan_tw_spk1,金華公園（Kim-huâ Kong-hn̂g）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135975.wav,nan_tw_spk1,栗美國（La̍t-bí-kok）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135976.wav,nan_tw_spk1,山牛犅（suann-gû-káng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135977.wav,nan_tw_spk1,滅火（bia̍t-hué | bia̍t-hé）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135978.wav,nan_tw_spk1,十指迵心肝 （tsa̍p-tsáinn thàng sim-kuann）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135979.wav,nan_tw_spk1,名號表嘛咧欲用了（miâ-hō-piáu mā leh beh īng-liáu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135980.wav,nan_tw_spk1,查某囝飼大別人个（tsa-bóo-kiánn tshī-tuā pa̍t-lâng ê）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135981.wav,nan_tw_spk1,台北（Tâi-pak）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135982.wav,nan_tw_spk1,戇虎咬炮紙（gōng-hóo kā phàu-tsuá）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135983.wav,nan_tw_spk1,藉著（tsioh-tio̍h）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135984.wav,nan_tw_spk1,涼腔仔話（liâng-khiang-á-uē）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135985.wav,nan_tw_spk1,登山客（ting-san-kheh）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135986.wav,nan_tw_spk1,阿本仔（A-pún-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135987.wav,nan_tw_spk1,頭銜（thâu-hâm）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135988.wav,nan_tw_spk1,伊已經倒轉去下港矣（I í-king tò-tńg-khì ē-káng--ah）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135989.wav,nan_tw_spk1,欠貨（khiàm-huè）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135990.wav,nan_tw_spk1,千甲（Tshian-kah | Chhian-kah）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135991.wav,nan_tw_spk1,在你行（tsāi-lí-kiânn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135992.wav,nan_tw_spk1,傳病蠓（thuân-pēnn-báng | thuân-pīnn-báng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135993.wav,nan_tw_spk1,孤?的（koo-khu̍t-ê）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135994.wav,nan_tw_spk1,雞翼（ke-si̍t | kue-si̍t）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135995.wav,nan_tw_spk1,跩折（tsuāi--tsi̍h | tsuāinn--tsi̍h）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135996.wav,nan_tw_spk1,撨價數（tshiâu-kè-siàu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135997.wav,nan_tw_spk1,白耳龍（Pe̍h-hīnn-liông）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135998.wav,nan_tw_spk1,二酸化炭素 （lī-sng-huà thuànn-sòo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32135999.wav,nan_tw_spk1,縉雲（Tsìn-hûn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136000.wav,nan_tw_spk1,獅仔鄉（Sai-á-hiong）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136001.wav,nan_tw_spk1,山院 （suann-īnn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136002.wav,nan_tw_spk1,佮肩胛頭平闊（kah king-kah-thâu pênn | pînn khuah）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136003.wav,nan_tw_spk1,咖啡園（Ka-pi-hn̂g）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136064.wav,nan_tw_spk1,怙（kōo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136065.wav,nan_tw_spk1,輸贏（su-iânn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136066.wav,nan_tw_spk1,孔教（Khóng-kàu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136067.wav,nan_tw_spk1,透明片（thàu-bîng-phìnn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136068.wav,nan_tw_spk1,花白sut-sut（hue pe̍h-sut-sut）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136465.wav,nan_tw_spk1,歹面相看（pháinn-bīn-sio-khuànn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136466.wav,nan_tw_spk1,鳳山區（Hōng-suann-khu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136467.wav,nan_tw_spk1,番鼠（huan-tshí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136468.wav,nan_tw_spk1,"囡仔人，大人心肝（gín-á-lâng, tuā-lâng sim-kuann）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136469.wav,nan_tw_spk1,頭綴（thâu-tuè）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136470.wav,nan_tw_spk1,相駛（sann-sái）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136471.wav,nan_tw_spk1,偷微（thau-bî）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136472.wav,nan_tw_spk1,袂假會（bē ké ē）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136473.wav,nan_tw_spk1,頷頸（ām-kún）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136474.wav,nan_tw_spk1,報路（pò-lōo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136480.wav,nan_tw_spk1,新園鄉（Sin-hn̂g-hiong）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136481.wav,nan_tw_spk1,目降鬚聳（ba̍k-kang tshiu tshàng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136482.wav,nan_tw_spk1,鳳山區（Hōng-suann-khu | Hōng-soaⁿ-khu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136483.wav,nan_tw_spk1,予人看現現（hōo lâng khuànn-hiān-hiān）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136484.wav,nan_tw_spk1,仁愛國小（Jîn-ài Kok-sió）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136485.wav,nan_tw_spk1,華山公園（Huâ-san Kong-hn̂g | Hôa-san Kong-hn̂g）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136486.wav,nan_tw_spk1,無定著彼件代誌就是伊做的（Bô-tiānn-tio̍h hit kiānn tāi-tsì tō sī i tsò--ê）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136487.wav,nan_tw_spk1,游泳箍仔（iû-íng-khoo-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136488.wav,nan_tw_spk1,后里區（Āu-lí-khu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136490.wav,nan_tw_spk1,魚嶺（hî-niá）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136495.wav,nan_tw_spk1,後尾仔（āu-bué-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136496.wav,nan_tw_spk1,碧藍幻想（Phik-nâ-huàn-sióng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136497.wav,nan_tw_spk1,自樂岫（tsū-lo̍k-siū）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136498.wav,nan_tw_spk1,蔭酒（ìm-tsiú）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136499.wav,nan_tw_spk1,一碗飯來分我好無？（Tsi̍t uánn pn̄g lâi pun--guá hó--bô?）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136505.wav,nan_tw_spk1,食較䆀（tsia̍h khah bái）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136506.wav,nan_tw_spk1,溝仔（kau-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136507.wav,nan_tw_spk1,"有心，無氣力（ū-sim, bô khuì-la̍t）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136508.wav,nan_tw_spk1,臺北大巨蛋（Tâi-pak Tuā-kī-tàn | Tâi pak Tuā-kū-tàn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136509.wav,nan_tw_spk1,網紗（bāng-se）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136515.wav,nan_tw_spk1,市立體育場（Tshī-li̍p Thé-io̍k-kuán）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136516.wav,nan_tw_spk1,松柏樹（tshîng-peh-tshiū）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136517.wav,nan_tw_spk1,爸母生成（pē-bó senn-tsiânn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136518.wav,nan_tw_spk1,一手包辦 （tsi̍t-tshiú pau-pān）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136519.wav,nan_tw_spk1,頂頂下下（tíng-tíng-ē-ē）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136520.wav,nan_tw_spk1,五結鄉（Gōo-kiat-hiong）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136521.wav,nan_tw_spk1,山坪 （suann-phiânn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136522.wav,nan_tw_spk1,臭柑吐籠（tshàu-kam thòo-láng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136523.wav,nan_tw_spk1,松山路（Siông-san-lōo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136524.wav,nan_tw_spk1,字卡（jī-khah）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136525.wav,nan_tw_spk1,落水頭（lo̍h-tsuí-thâu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136526.wav,nan_tw_spk1,二八張（Jī-peh-tiunn | Jī-peh-tiuⁿ）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136527.wav,nan_tw_spk1,山里（San-lí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136528.wav,nan_tw_spk1,隘寮坑（Ài-liâu-khinn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136529.wav,nan_tw_spk1,腎盂（sīn-û）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136530.wav,nan_tw_spk1,竹坑口（Tik-khinn-kháu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136531.wav,nan_tw_spk1,赤跤仙仔（tshiah-kha-sian-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136532.wav,nan_tw_spk1,飽流（pá-lâu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136533.wav,nan_tw_spk1,深山林內（tshim-suann nâ-lāi）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136534.wav,nan_tw_spk1,吳興街（Ngôo-hing-ke）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136535.wav,nan_tw_spk1,扯（tshé）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136536.wav,nan_tw_spk1,岐山（Kiâ-suann）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136537.wav,nan_tw_spk1,餘姚（Û-iâu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136538.wav,nan_tw_spk1,隔腹阿姊（keh-pak a-tsí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136539.wav,nan_tw_spk1,塗角厝（thôo-kak-tshù）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136540.wav,nan_tw_spk1,你去共門開開（Lí khì kā mn̂g khui--khui）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136541.wav,nan_tw_spk1,馬卡龍（bé-kha̍h-liông）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136542.wav,nan_tw_spk1,國民黨（Kok-bîn-tóng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136543.wav,nan_tw_spk1,報鳥鼠冤（pò niáu-tshí | tshú-á-uan）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136544.wav,nan_tw_spk1,燒褲（sio-khòo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136550.wav,nan_tw_spk1,真讚（tsin tsán）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136551.wav,nan_tw_spk1,小可事變做大曠臼 （sió-khuá sū piàn-tsó tuā khàng-khū）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136552.wav,nan_tw_spk1,花痴（hue-tshi）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136553.wav,nan_tw_spk1,掰喙（pué-tshuì）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32136554.wav,nan_tw_spk1,看無上目（khuànn-bô tsiūnn-ba̍k）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137066.wav,nan_tw_spk1,幼齒（iù-khí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137067.wav,nan_tw_spk1,崇德（Tsông-tik）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137068.wav,nan_tw_spk1,插車（tshah-tshia）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137069.wav,nan_tw_spk1,福星國小（Hok-sing-kok-sió）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137070.wav,nan_tw_spk1,池上鄉（Tî-siōng-hiong）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137084.wav,nan_tw_spk1,啥物命，食甲竹塹餅（siánn-mi̍h miā tsia̍h kah Tik-tshàm piánn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137085.wav,nan_tw_spk1,牯嶺街（Kóo-niá-kue）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137086.wav,nan_tw_spk1,"我來揀菜，揀好才予你洗（Guá lâi kíng-tshài, kíng-hó tsiah hōo lí sé）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137087.wav,nan_tw_spk1,法人（huat-jîn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137088.wav,nan_tw_spk1,灣潭（Uan-thâm | Oan-thâm）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137109.wav,nan_tw_spk1,焦燥花（ta-sò-hue）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137110.wav,nan_tw_spk1,棧船（tsàn-tsûn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137112.wav,nan_tw_spk1,魚池仔（hî-tî-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137113.wav,nan_tw_spk1,趨溜廊（tshu-liu-lông）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137115.wav,nan_tw_spk1,放盡磅（pàng-tsīn-pōng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137147.wav,nan_tw_spk1,"大極大，細極細 （tuā ki̍k tuā, sè ki̍k sè）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137149.wav,nan_tw_spk1,"伊真凍霜，連一屑仔物都毋甘予人（I tsin tàng-sng, liân tsi̍t-sut-á mih to m̄-kam hōo--lâng）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137152.wav,nan_tw_spk1,冊型電腦（tsheh-hîng tiān-náu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137153.wav,nan_tw_spk1,瑞源（Suī-guân | Sūi-goân）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137155.wav,nan_tw_spk1,熟悉（si̍k-sik）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137157.wav,nan_tw_spk1,蠹魚（tòo-hî）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137158.wav,nan_tw_spk1,寒帽（kuânn-bō）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137159.wav,nan_tw_spk1,魔鏡（môo-kiànn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137160.wav,nan_tw_spk1,愛斯提（Ài-su-tê）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137161.wav,nan_tw_spk1,三姓橋（Sam-sìng-kiô）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137188.wav,nan_tw_spk1,大武窟部落 （Tuā-bú-khut Pōo-lo̍k）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137189.wav,nan_tw_spk1,做會到（tsò ē kàu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137190.wav,nan_tw_spk1,袂接力（bē tsih-la̍t）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137191.wav,nan_tw_spk1,後壠（Āu-lâng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137192.wav,nan_tw_spk1,紅記記（âng-kì-kì）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137196.wav,nan_tw_spk1,毋畏寒（m̄ uì-kuânn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137197.wav,nan_tw_spk1,統埔（Thóng-poo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137198.wav,nan_tw_spk1,匯水（huē-tsuí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137199.wav,nan_tw_spk1,分袂平，拍甲二九暝（pun-bē-pênn phah-kah Jī-káu-mê）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137200.wav,nan_tw_spk1,迂拘（u-khu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137202.wav,nan_tw_spk1,山巖 （suann-gâm）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137203.wav,nan_tw_spk1,有歲（ū-huè | ū-hè）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137204.wav,nan_tw_spk1,向頭族（ànn-thâu-tso̍k）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137205.wav,nan_tw_spk1,隔壁位（keh-piah-uī）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32137206.wav,nan_tw_spk1,拍第一（phah-tē-it）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145876.wav,nan_tw_spk1,光洘山（kng-khó-suann）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145877.wav,nan_tw_spk1,陂內坑（Pi-lāi--khinn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145878.wav,nan_tw_spk1,離櫥（lī-tû）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145879.wav,nan_tw_spk1,海岸（hái-huānn）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145880.wav,nan_tw_spk1,打猫（Tá-bâ）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145881.wav,nan_tw_spk1,公館鄉（Kong-koán-hiong）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145882.wav,nan_tw_spk1,戛仔頭（khiat-á-thâu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145883.wav,nan_tw_spk1,水湳（tsuí-làm）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145884.wav,nan_tw_spk1,電蠓拍（tiān-báng-phah）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145885.wav,nan_tw_spk1,神岡（Sin-gong | Sîn-góng | Sin-kóng | Sîn-kóng）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145896.wav,nan_tw_spk1,媠甲十全（suí kah tsa̍p-tsn̂g）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145897.wav,nan_tw_spk1,溪口國小（Khue-kháu Kok-sió | Khoe-kháu Kok-sió）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145898.wav,nan_tw_spk1,正規（tsìng-kui）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145899.wav,nan_tw_spk1,眵眵（tshuh-tshuh）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145900.wav,nan_tw_spk1,橐袋仔袋磅子（lak-tē-á tē pōng-tsí）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145906.wav,nan_tw_spk1,電火戲（tiān-huē hì）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145907.wav,nan_tw_spk1,兩句半話（nn̄g-kù-puànn-uē）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145908.wav,nan_tw_spk1,佬仔（láu-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145909.wav,nan_tw_spk1,烏屎（oo-sái）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145910.wav,nan_tw_spk1,喙較密閣菜籃（tshuì khah ba̍t koh tshài-nâ）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145916.wav,nan_tw_spk1,原原照舊（guân-guân tsiàu-kū）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145917.wav,nan_tw_spk1,枋仔（pang-á）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145918.wav,nan_tw_spk1,保本基金（pó-pún ki-kim）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145919.wav,nan_tw_spk1,鍾南山（Tsing Lâm-san）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145920.wav,nan_tw_spk1,下內埔（Ē-lâi-poo）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145921.wav,nan_tw_spk1,大同區（Tāi-tông-khu）,,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145922.wav,nan_tw_spk1,"伊是來亂的，咱莫管伊（I sī lâi luān--ê, lán mài kuán--i）",,thirties,male_masculine,台南腔,
common_voice_nan-tw_32145923.wav,nan_tw_spk1,無順序（bô sūn-sī | bô sūn-sū）,,thirties,male_masculine,台南腔,
